"วันที่"|"สัญชาติ"|"จำนวน"
"2023-04-10"|"USA"|"1"
"2023-04-10"|"USA"|"1"
"2023-04-10"|"USA"|"1"
"2023-04-10"|"USA"|"1"
"2023-04-10"|"GBR"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"MMR"|"1"
"2023-04-10"|"TWN"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"KOR"|"1"
"2023-04-10"|"KOR"|"1"
"2023-04-10"|"KOR"|"1"
"2023-04-10"|"KOR"|"1"
"2023-04-10"|"KOR"|"1"
"2023-04-10"|"KOR"|"1"
"2023-04-10"|"KOR"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"MYS"|"1"
"2023-04-10"|"DEU"|"1"
"2023-04-10"|"DEU"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-10"|"CHN"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"GBR"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"CHN"|"1"
"2023-04-09"|"LAO"|"1"
"2023-04-09"|"KOR"|"1"
"2023-04-09"|"KOR"|"1"
"2023-04-09"|"KOR"|"1"
"2023-04-09"|"KOR"|"1"
"2023-04-09"|"KOR"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"HKG"|"1"
"2023-04-07"|"GBR"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"USA"|"1"
"2023-04-07"|"USA"|"1"
"2023-04-07"|"USA"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"USA"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"VNM"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"KOR"|"1"
"2023-04-07"|"KOR"|"1"
"2023-04-07"|"KOR"|"1"
"2023-04-07"|"CHN"|"1"
"2023-04-07"|"KHM"|"1"
"2023-04-06"|"CHN"|"1"
"2023-04-06"|"CHN"|"1"
"2023-04-06"|"CHN"|"1"
"2023-04-06"|"PHL"|"1"
"2023-04-06"|"NLD"|"1"
"2023-04-06"|"IND"|"1"
"2023-04-06"|"CHN"|"1"
"2023-04-06"|"CHN"|"1"
"2023-04-06"|"USA"|"1"
"2023-04-06"|"KOR"|"1"
"2023-04-06"|"KOR"|"1"
"2023-04-06"|"KOR"|"1"
"2023-04-06"|"KOR"|"1"
"2023-04-06"|"GBR"|"1"
"2023-04-06"|"USA"|"1"
"2023-04-06"|"JPN"|"1"
"2023-04-06"|"KOR"|"1"
"2023-04-06"|"CAN"|"1"
"2023-04-06"|"JPN"|"1"
"2023-04-06"|"KOR"|"1"
"2023-04-06"|"KOR"|"1"
"2023-04-06"|"USA"|"1"
"2023-04-06"|"USA"|"1"
"2023-04-06"|"USA"|"1"
"2023-04-06"|"USA"|"1"
"2023-04-06"|"USA"|"1"
"2023-04-05"|"GBR"|"1"
"2023-04-05"|"USA"|"1"
"2023-04-05"|"MMR"|"1"
"2023-04-05"|"KOR"|"1"
"2023-04-05"|"CHN"|"1"
"2023-04-05"|"CHN"|"1"
"2023-04-05"|"VNM"|"1"
"2023-04-05"|"CHN"|"1"
"2023-04-05"|"CHN"|"1"
"2023-04-05"|"GBR"|"1"
"2023-04-05"|"KOR"|"1"
"2023-04-05"|"KOR"|"1"
"2023-04-05"|"KOR"|"1"
"2023-04-04"|"PHL"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"PHL"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"TWN"|"1"
"2023-04-04"|"VNM"|"1"
"2023-04-04"|"VNM"|"1"
"2023-04-04"|"VNM"|"1"
"2023-04-04"|"VNM"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"RUS"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-04"|"MYS"|"1"
"2023-04-04"|"AUS"|"1"
"2023-04-04"|"CHN"|"1"
"2023-04-04"|"KOR"|"1"
"2023-04-04"|"KOR"|"1"
"2023-04-04"|"JPN"|"1"
"2023-04-04"|"JPN"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-04"|"USA"|"1"
"2023-04-03"|"GBR"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"USA"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"USA"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"DEU"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"USA"|"1"
"2023-04-03"|"MMR"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"KOR"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"CHN"|"1"
"2023-04-03"|"USA"|"1"
"2023-04-03"|"KOR"|"1"
"2023-04-03"|"USA"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"GBR"|"1"
"2023-04-02"|"KOR"|"1"
"2023-04-02"|"KOR"|"1"
"2023-04-02"|"KOR"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"FRA"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"TWN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"DEU"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"GBR"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"KOR"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"CHN"|"1"
"2023-04-02"|"KOR"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"USA"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"KOR"|"1"
"2023-04-01"|"USA"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"DEU"|"1"
"2023-04-01"|"DEU"|"1"
"2023-04-01"|"DEU"|"1"
"2023-04-01"|"JAM"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"FRA"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"HKG"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"USA"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"AUS"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"USA"|"1"
"2023-04-01"|"HKG"|"1"
"2023-04-01"|"GBR"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"USA"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"CHN"|"1"
"2023-04-01"|"USA"|"1"
"2023-03-31"|"GBR"|"1"
"2023-03-31"|"USA"|"1"
"2023-03-31"|"ZAF"|"1"
"2023-03-31"|"HKG"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"SGP"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"GBR"|"1"
"2023-03-31"|"GBR"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"USA"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"AUS"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"HKG"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"DEU"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"USA"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"CHN"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-31"|"KOR"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"PHL"|"1"
"2023-03-30"|"BOL"|"1"
"2023-03-30"|"MEX"|"1"
"2023-03-30"|"MEX"|"1"
"2023-03-30"|"MEX"|"1"
"2023-03-30"|"MEX"|"1"
"2023-03-30"|"MEX"|"1"
"2023-03-30"|"PHL"|"1"
"2023-03-30"|"PHL"|"1"
"2023-03-30"|"USA"|"1"
"2023-03-30"|"USA"|"1"
"2023-03-30"|"USA"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"TWN"|"1"
"2023-03-30"|"TWN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"BEL"|"1"
"2023-03-30"|"TWN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"VNM"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"SGP"|"1"
"2023-03-30"|"CAN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"USA"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"CHN"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-30"|"KOR"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"CAN"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"SGP"|"1"
"2023-03-29"|"MMR"|"1"
"2023-03-29"|"GBR"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"HKG"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"LAO"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"HKG"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"CHN"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-29"|"USA"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-28"|"DEU"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"TWN"|"1"
"2023-03-28"|"TWN"|"1"
"2023-03-28"|"TWN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"CHN"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"DEU"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-28"|"USA"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-28"|"KOR"|"1"
"2023-03-27"|"IRL"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"USA"|"1"
"2023-03-27"|"TWN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"CHN"|"1"
"2023-03-27"|"USA"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-27"|"DEU"|"1"
"2023-03-27"|"PAK"|"1"
"2023-03-27"|"DEU"|"1"
"2023-03-27"|"KOR"|"1"
"2023-03-26"|"FIN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"USA"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"TWN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"HKG"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"MMR"|"1"
"2023-03-26"|"MMR"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"USA"|"1"
"2023-03-26"|"USA"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"SWE"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-26"|"CHN"|"1"
"2023-03-25"|"USA"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"USA"|"1"
"2023-03-25"|"TWN"|"1"
"2023-03-25"|"SGP"|"1"
"2023-03-25"|"SGP"|"1"
"2023-03-25"|"SGP"|"1"
"2023-03-25"|"SGP"|"1"
"2023-03-25"|"SGP"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"USA"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"USA"|"1"
"2023-03-25"|"CHN"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-25"|"KOR"|"1"
"2023-03-24"|"ITA"|"1"
"2023-03-24"|"PHL"|"1"
"2023-03-24"|"USA"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"USA"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"HKG"|"1"
"2023-03-24"|"HKG"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"GBR"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"MMR"|"1"
"2023-03-24"|"MMR"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"FRA"|"1"
"2023-03-24"|"FRA"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-24"|"CHN"|"1"
"2023-03-23"|"GBR"|"1"
"2023-03-23"|"KOR"|"1"
"2023-03-23"|"KOR"|"1"
"2023-03-23"|"KOR"|"1"
"2023-03-23"|"CHN"|"1"
"2023-03-23"|"CAN"|"1"
"2023-03-23"|"SGP"|"1"
"2023-03-23"|"ROM"|"1"
"2023-03-23"|"MYS"|"1"
"2023-03-23"|"MYS"|"1"
"2023-03-23"|"FRA"|"1"
"2023-03-23"|"CHN"|"1"
"2023-03-23"|"CHN"|"1"
"2023-03-23"|"GBR"|"1"
"2023-03-23"|"IND"|"1"
"2023-03-23"|"CHN"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-23"|"CHN"|"1"
"2023-03-23"|"CHN"|"1"
"2023-03-23"|"CHN"|"1"
"2023-03-23"|"HKG"|"1"
"2023-03-23"|"KOR"|"1"
"2023-03-23"|"JPN"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-23"|"JPN"|"1"
"2023-03-23"|"DNK"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-23"|"USA"|"1"
"2023-03-22"|"KOR"|"1"
"2023-03-22"|"FRA"|"1"
"2023-03-22"|"KOR"|"1"
"2023-03-22"|"PHL"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"HKG"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"DEU"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"DEU"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"DEU"|"1"
"2023-03-22"|"AUS"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"CHN"|"1"
"2023-03-22"|"JPN"|"1"
"2023-03-22"|"FRA"|"1"
"2023-03-22"|"KOR"|"1"
"2023-03-22"|"KOR"|"1"
"2023-03-21"|"CAN"|"1"
"2023-03-21"|"MMR"|"1"
